route_id,service_id,shape_id,trip_headsign,trip_id
12787,2,12787,,CN2700002.4.12787
12787,2,12787,,CN2700003.1.12787
12787,2,12787,,CN2700003.2.12787
12787,2,12787,,CN2700003.3.12787
12787,2,12787,,CN2700003.4.12787
12787,2,12787,,CN2700004.1.12787
12787,2,12787,,CN2700004.2.12787
12787,2,12787,,CN2700004.3.12787
12787,2,12787,,CN2700004.4.12787
12787,2,12787,,CN2700005.1.12787
12787,2,12787,,CN2700005.2.12787
12787,2,12787,,CN2700005.3.12787
12787,2,12787,,CN2700005.4.12787
12787,2,12787,,CN2700006.1.12787
12787,2,12787,,CN2700006.2.12787
12787,2,12787,,CN2700006.3.12787
12787,2,12787,,CN2700006.4.12787
12787,2,12787,,CN2700007.1.12787
12787,2,12787,,CN2700007.2.12787
12787,2,12787,,CN2700007.3.12787
12787,2,12787,,CN2700008.1.12787
12787,2,12787,,CN2700008.2.12787
12787,2,12787,,CN2700008.3.12787
12787,2,12787,,CN2700008.4.12787
12787,2,12787,,CN2700009.1.12787
12787,2,12787,,CN2700009.2.12787
12787,2,12787,,CN2700009.3.12787
12787,2,12787,,CN2700010.1.12787
12787,2,12787,,CN2700010.2.12787
12787,2,12787,,CN2700010.3.12787
12787,2,12787,,CN2700010.4.12787
12787,2,12787,,CN2700011.1.12787
